4591 4591,2803,1887,449,739,4997,3782,2400,1162,3831,1447,1118,2515,4009,2544,1063,2248,1679,634,3118,3124,5255,4042,2076,5428,4713,3985,1006,2508,8242,2514,1704,1279,8085,4333,1228,2202,321,2281,385,1159,4044,2694,2312,3745,2022,3371,3549,4338,4917,5074,4596,7698,1884,5987,8506,975,4680,5584,5473,1083,96,9008,1185,7769,3631,4854,2896,3011,1022,5808,3648,5382,5084,3712,1532,4709,1661,3042,1373,1448,1138,3347,3362,7556,4382,12,3931,9391,5375,3633,945,8546,3395,2317,4918,8591,10147,4145,3511,3492,1926,5579,5513,4979,4730,3358,2867,3787,5000,4983,3349,4526,7096,4284,2841,2155,2736,1035,5140,5703,2542,3987,2136,2247,1602,4617,2956,2377,1750,2439,6291,1332,2662,5511,3108,2891,1785,3409,8611,1008,3388,4595,3036,3432,1112,1560,3892,2965,3436,931,3521,2120,1689,3973,1558,3815,3356,3488,468,3392,7220,4059,3771,959,3864,3837,2264,2393,5417,3468,3307,3983,3399,3863,3589,656,5166,2828,3639,4817,5269,4598,6064,6022,5943,8176,7960,4175,7744,4503,4443,3494,5694,4812,5491,8086,947,303,899
4596 4596,6634,3526,739,4190,8637,4133,634,3118,3124,5255,4713,3985,3371,8085,2281,4185,5084,4917,4338,1884,4196,5473,7769,4854,1343,5382,2662,7556,9391,5939,3395,5870,1659,4595,10147,3492,8591,4145,5703,5140,2867,5513,4002,2916,4503,3703,8672,4918,4617,5167,3511,5511,2891,8611,3378,2011,3036,3436,3892,4915,7836,6068,3815,468,3488,4059,4508,2466,10253,3399,3468,5417,4021,5166,5854,5922,5923,5869,3624,4817,103,6022,5269,5943,4598,8202,8176,5141,5158,5161,6444,2573,3829,2439,5694,5491,5867,4137,5291,200,2692,303,10074,7220,5357,5849,3252,4175,2865,3045,2784,4363,893,5414,7881,9233,7288,4746,6509,3622,7708,52,3200,5192,4029,4591,3465,4293,4279,8669,3100,6899,6855,4230,5606,5881,4921,2963,4112,4683,5434,3208,5436,5016,5758,7653,9869,6337,2426,9039,3161,4318,2201,7636,8168,3247,4676,3558,8644,2491,3991,4280,5510,76,3379,7672,6515,2490,5474,5868,5471,5875,4609,2401,3292,2805,4397,3159,2897,4057,5619,8709,3185,8333,6625,3187,4416,8342,224,3610,6571,7797,5514,7872,6023,3840,4502,4322,5226
4849 4849,7386,8779,102,7880,3544,10105,9786,5380,8929,10100,9037,9785,5072,2704,3291,3352,3175,7737,9709,4827,7845,4690,1081,2072,1541,1599,6779,3734,4841,798,4513,4985,4349,5232,5374,4286,7422,2924,5267,7644,6898,3015,8751,5696,7437,1225,1209,4879,5989,5421,2115,3629,7909,6459,4536,3325,6405,4271,2740,5652,5405,10013,4988,6201,5443,228,7018,4445,4789,1971,2305,5334,7060,4945,5819,4790,4300,7234,5231,465,4249,4247,3320,5657,584,1452,6505,2807,3103,3711,5048,4420,986,460,5364,2598,7930,6813,4020,6648,2049,3284,4767,1291,5673,8498,1645,2705,1787,8422,4311,4599,757,4335,5667,4512,5340,1725,4845,5850,3334,6911,3963,4390,5466,5393,5607,2737,4151,1246,998,1904,4365,3462,5092,1290,4908,6769,6058,7132,3266,4774,7293,5539,393,4851,1936,2830,3500,3155,5688,3425,9105,5204,4264,1822,6030,3658,4870,8084,2638,7633,1284,4566,3936,5924,4561,5256,4491,2665,3713,6074,3886,3397,4836,2156,4109,5091,7702,2928,8868,3490,2228,1978,4584,3785,5068,9997,6728,2800,2369,4573,4928,2150,3386,3240,6917,3908,792
4594 4594,5986,5803,9811,5424,7355,6718,4654,7732,9211,6844,8401,3742,7645,8582,5261,5087,9574,2089,3223,8423,5573,4321,9345,6135,9710,4213,7019,5570,4700,5629,7176,1615,4414,6159,7360,5615,6331,8639,5490,5920,2740,3229,1971,3173,8306,7727,4247,208,6163,4524,4020,9373,5116,4613,9123,3681,3940,3671,6057,5277,5918,8396,4774,4908,3775,399,4231,7648,5092,4360,6660,7966,8924,5539,6943,8457,755,1725,9480,8095,6243,7262,5199,9465,2599,5204,9905,8367,1284,4622,8259,5377,9216,8310,4843,6066,10140,858,9674,1705,4480,4329,4491,8736,4566,3269,2638,4836,7132,5030,6074,8471,6728,6917,4490,9420,6317,7633,5450,1887,5142,2358,5241,4404,8476,8302,2622,2786,3323,5152,1009,6959,7989,5681,5259,5705,3526,9188,5625,4652,4708,4669,9919,7373,739,645,7806,8859,3198,7098,4997,4984,1226,8157,4374,176,4839,2473,4556,7425,6757,3327,4567,6596,8337,2710,2971,7527,1063,2248,2725,5031,3331,3698,2854,2302,260,106,3861,672,5107,8637,4133,7711,8453,8831,9767,4267,8738,8375,6632,2489,3118,634,3124,5255,685,3666,5412
2030 2030,6964,6274,6535,3607,5906,8270,2521,645,4997,1240,202,2565,1985,5290,5188,5719,7174,7821,7012,4869,5268,5400,5150,3962,4208,6847,6321,3567,3369,1513,3048,1973,1961,1968,2246,2789,2588,4042,2076,5428,168,1974,3300,623,2508,3924,172,1852,2045,3032,56,6225,4636,4570,3627,2770,6543,4188,1580,2708,2240,251,3564,2691,4305,5592,1143,4333,2600,3745,3154,2145,7724,2071,5551,2148,4196,7001,8216,7962,2520,5987,5074,4386,3463,5584,1960,572,96,1083,8213,8570,2429,898,74,832,1171,4776,5313,2595,3530,3631,1093,1050,4435,4481,2896,6997,1022,2023,1606,747,2424,1096,9268,1532,1835,5660,3942,1581,5117,3042,1616,1680,1748,1425,1448,3347,1635,1803,636,1601,3931,933,2319,1028,8097,8189,6985,1262,1463,3633,945,5375,7703,1039,3989,3554,2317,1969,1972,3492,7977,6037,5579,1926,4730,3787,2867,4002,3157,8012,5000,4983,5098,1942,427,2594,8522,7011,2291,3916,568,2083,3733,9064,4526,7405,1594,2155,152,3812,2539,4673,1583,8016,256,2136,2459,7866,1602,5969,2006,7733,4617,2439,1393,3686,1187
2749 2749,2421,2057,2338,2803,2327,2861,3858,4404,3608,9358,449,9919,739,3198,1226,8157,2515,1118,4009,3831,2400,1162,2544,1447,8964,1679,2489,3118,5255,634,3124,685,3666,5412,5185,6742,3928,3943,608,9605,2764,7828,8180,5583,2480,4713,8463,3985,2027,4373,1006,3760,2463,1941,8970,7823,8366,6528,2497,75,2514,3782,6244,5011,1356,4880,4856,57,5903,1704,1279,1764,3707,2418,1228,2202,321,5538,4044,3025,2694,2022,2312,3371,8256,7743,7826,3745,8085,7436,3549,6050,855,3438,3773,7268,7606,5303,3055,4917,3706,38,7725,4338,2148,7832,7734,9681,2520,8216,8039,9411,8575,1884,7698,8078,975,5473,1960,9862,5584,9275,5745,5757,9017,3753,8240,7518,7937,2435,1185,6774,1159,7769,4854,7803,2610,4680,7772,7677,4596,1754,338,4857,7929,8294,8038,1022,3648,3024,799,5651,1088,3493,5808,4766,8871,4511,7587,5002,5094,5759,5660,4709,1661,8,2281,475,3042,1114,1748,1373,6857,1448,2177,1138,1635,1594,8506,7599,4534,6975,8129,12,627,3931,1028,236,64,7764,1139,8189,4382,9839,162,8784,953,3395,2053
4845 4845,5835,7271,8882,6288,6090,2,9449,7200,4074,4339,3615,4878,9228,6889,7007,8451,7589,8796,8864,7016,3833,4637,245,3595,5828,8912,6759,9367,7468,9661,3213,4270,6678,9574,8299,9006,6455,9359,3250,8466,7151,3015,7545,9920,6897,10225,9701,14,9872,5376,2344,8208,6025,7580,2261,7393,6721,2419,9708,6563,9610,7362,9705,8523,7756,1842,3693,4945,7793,9504,10310,5304,2670,6872,5916,420,5398,8303,7127,5334,9424,5101,9802,6407,6748,3479,3940,9520,9632,8457,8553,1578,5795,8979,9607,800,7940,9541,8296,6918,1868,5627,8924,7623,7637,9137,6129,5506,725,7018,981,6638,343,7495,986,9548,3569,8099,5466,7966,9040,1105,7641,4288,5744,6794,3417,7625,2737,4849,8122,3147,6058,2705,6405,6907,6074,458,2957,2628,6807,7417,9098,6544,1887,6764,6686,8092,6020,9479,6513,2967,8422,5924,5667,4573,501,3386,6917,7735,2358,5974,7228,828,5245,3608,3936,2638,4836,1001,9844,8387,8302,269,7702,6986,2786,750,6030,8259,3806,8471,7533,2156,4497,792,315,8084,964,6108,7565,4997,2622,6950,6373,3490,6959,1009,8775
4598 4598,1887,3526,739,8157,1063,2248,8637,4133,634,3118,3124,5255,8463,8180,2764,5583,7828,4713,3985,8366,7937,3371,4190,4185,8256,8085,3549,5303,4917,4338,7832,8216,8575,4196,1884,4596,8078,5473,9017,7518,7769,4854,385,8550,7929,8294,716,8871,5002,5660,2281,5084,5897,6857,3347,7599,8129,4534,3362,4382,7764,7556,8784,5939,3395,9391,3774,2317,6723,3492,10147,7649,8870,7847,1345,2867,8308,4002,2916,2132,8980,9042,3703,2662,8875,6746,8672,7259,4918,5703,7492,7866,5513,4617,4145,3511,2891,8407,3432,5867,7901,5046,8611,4595,3892,7864,4915,7270,5870,7741,4059,3488,468,3771,6576,7918,6123,3863,10253,8035,5417,3399,4021,8152,8695,3468,8607,5166,7487,4817,5854,5922,5923,5869,5269,8869,6022,5158,7699,8314,8202,7626,8028,4175,8545,8555,7612,8591,2573,3837,5382,5943,6337,5167,5777,8724,8280,7680,5291,5140,2990,303,8149,3378,7220,8037,1421,3624,5511,8130,5996,5141,5161,7555,5849,7846,8032,8176,270,3036,8047,2784,2011,9994,3436,2466,3815,8108,4746,8006,4396,8910,5698,6509,3622,52,3200,693,8472
8291 8291,7059,7806,8859,9417,8832,9757,7668,3786,9386,5668,6866,1330,8913,10080,6843,2813,8551,9310,5598,8774,2417,4693,4173,9477,9852,8766,304,9725,9951,7380,8179,9378,7885,9975,8718,4465,546,7660,10277,1880,9243,9095,9466,8788,9945,10076,9731,3934,4319,6404,4671,5441,7541,6684,74,3803,9298,8058,7609,9108,8500,7483,6053,7518,8597,7993,3543,10186,9963,10147,8308,2384,8790,7087,4769,7247,7180,6440,10204,8901,6423,8694,10009,8801,10117,7954,9524,9018,9265,9064,6357,9839,8195,9736,9056,6358,2136,4762,8793,10051,10302,9443,9239,6161,10246,7199,9577,3080,8006,5328,7728,10121,9970,8036,4422,8607,3918,6022,9727,9302,6782,9554,8856,10112,10166,9930,8545,7680,6585,866,8120,10118,9430,9145,10193,9571,10307,8149,2315,7973,8069,9732,7432,9954,2591,9257,9973,6730,1965,7822,9539,10153,8576,8011,8472,6399,3485,8316,10060,1520,8350,10231,9859,9112,7639,9505,9106,10270,7086,6996,9715,9036,4764,9652,10135,9407,9867,9863,985,7944,7713,273,9128,9380,9989,9426,1449,8200,9956,403,313,567,9167,8704,8629,5829,7328,9893,9958
4847 4847,10088,9516,7730,4433,8736,8441,556,9420,5241,9358,5681,9188,739,7806,1226,4374,8964,7711,8453,8831,9767,4267,3118,634,3124,5255,608,4373,9605,2259,3890,7118,8693,8757,9310,4713,9417,5598,9409,3985,2417,10211,8970,7823,3809,8369,304,9993,10099,7592,1626,1819,6244,1356,7575,7380,240,3707,3371,6859,8718,9501,7743,8085,7826,546,9001,8618,9389,10185,6050,8948,9117,8640,9615,7725,10277,7734,8405,4338,9368,1884,9095,975,5584,9862,9466,5473,9731,10076,9945,9275,38,10092,10197,9663,4917,10157,6774,5757,7769,4854,7803,9681,7772,4596,4435,7677,1585,9108,338,4680,6421,5658,1088,8291,3493,8447,4766,8588,5002,8801,7483,2281,3382,9016,98,6076,6857,2177,6272,8506,6330,8745,9103,236,2891,627,8189,6975,162,8725,9295,3395,10186,5375,9186,8784,7975,3492,5965,5378,9391,5481,9963,9928,9461,7649,7847,2867,6266,5000,10147,2384,8308,8240,4369,7874,9190,5054,2525,5687,7247,9658,8694,9292,9265,8672,1113,8755,1849,9839,3947,9736,1880,5759,8793,9338,4918,8519,7295,6043,4617,6506,6018,5513,9239,10051,7485
4734 4734,4736,5627,7112,4552,4658,3580,8198,6148,7985,5442,5094,6359,2514,5111,6608,6061,1178,9782,5788,5228,7277,1035,2795,7862,6214,6049,6740,5273,5903,57,6320,10266,6498,6160,9738,6272,7463,6425,6127,3517,7145,1641,3761,9834,7211,10078,7275,1947,1061,7276,7225,405,6966,6142,7403,7238,7282,10179,1562,7227,3288,7404,4118,7095,3225,2914,9721,7209,7318,7344,7159,5814,10251,1501,8711,958,6019,7316,7162,3544,4030,5470,5444,9999,3289,7210,7279,10299,7321,7229,7299,7384,9399,7409,10028,10032,617,9114,6556,9456,7164,7340,10208,9995,3758,4290,5656,7208,494,6778,317,223,8754,7226,989,6483,4516,6998,10010,4772,2138,4240,7298,2925,7336,5072,620,4152,9939,9879,7385,247,2674,3518,6725,7306,6284,7337,9916,6375,6967,6683,2112,6486,1395,5749,7105,7294,7343,7320,7398,4421,7106,7297,6220,1898,6678,3885,8912,6839,5552,8066,6939,9829,3298,9440,8212,9614,7134,548,7025,6852,5043,10291,8074,8627,6870,6951,7193,9208,3811,7322,7387,929,2056,2482,9100,4784,5070,373,8707,7239,2947,6437,6835,6579,6162,2282,838
6537 6537,3040,6499,2613,922,10167,5542,5108,5937,6277,4413,5364,6860,9448,6332,4584,8768,2340,3932,2628,2967,2638,6074,7922,6986,6141,1876,792,2622,4931,2241,394,3526,8270,449,9919,3407,233,667,4984,4839,6294,6560,7389,7072,8637,4133,5268,4869,3369,5188,7821,5400,6847,3567,1513,4208,3962,6321,5290,5719,7012,5150,1679,2489,2480,1349,714,3476,5350,4320,6519,5439,4656,6314,7617,2380,9428,5145,1006,3760,6365,7174,1852,6225,4212,4636,9883,8606,4781,5408,4630,4352,3580,6565,2477,4188,1704,1590,4190,6543,8445,1143,2022,3593,2744,2694,7396,3692,940,3438,3773,5740,7268,7606,5796,5966,2244,5551,7001,2520,9368,8039,9411,4196,5074,7698,7962,8216,3463,4386,975,9862,5745,4626,8822,8213,4319,7724,3032,6286,1279,4185,74,1159,1233,5797,6999,2907,4570,5757,1343,1875,4680,10309,3530,5306,1013,5313,4435,8058,4596,6185,6093,1050,6591,7609,6028,941,1023,4481,4333,8038,6997,6406,2023,1092,6421,6307,7751,4546,8500,5808,7587,4709,5660,1835,9268,7477,1145,3042,909,1649,7993,1116,6498,1373,1726,1448,5993
2319 2319,1824,233,645,1045,714,1349,1973,1968,1961,2588,2246,2789,1974,2380,1233,2594,56,7405,4352,2770,3564,1590,1580,3154,1964,1343,2418,2424,2240,2145,4196,2244,2071,2148,1960,572,1083,3745,1875,8570,1942,2429,1817,2411,1171,832,1093,6444,2083,1023,2539,941,2023,4546,1606,1092,1835,2706,3942,152,909,7733,1581,1602,636,2173,1649,1616,3347,1680,933,1116,1726,1635,1803,1601,2788,1174,12,1262,2273,2055,2322,2321,2326,2325,2324,162,1928,1234,1463,1039,3554,3492,2053,1969,1972,4002,4730,3157,2365,5000,1426,8522,2291,1594,4673,5382,1260,1920,2459,2006,1637,4866,1211,1002,2451,1126,2328,3427,6291,2449,1785,1579,4137,1112,3192,483,1664,2272,4958,4392,1430,3358,1618,3403,3488,1449,600,1692,3356,6408,1604,3771,555,1433,1710,2393,2323,1558,3846,3863,4129,4021,3468,6442,1224,3265,1967,2255,2828,2097,905,656,3370,1860,1085,1354,2258,1472,5349,7862,2297,931,2036,736,6863,3411,1102,579,3624,1682,3583,1021,2108,2275,398,2723,783,1576,2426,1195,2211,3077,2047,2784,1965,1617,1845
6534 6534,5735,9290,9133,8739,1346,6086,5003,3671,8561,7228,7293,858,2443,8302,2369,4931,7806,446,9310,5598,9417,1949,2417,3994,4203,6365,2463,9477,8682,304,508,5666,1813,1382,5273,6740,7380,1964,2312,3593,8718,1161,7396,546,9117,10277,9095,8405,9731,9466,9945,5523,9017,956,5788,2224,4973,1875,9108,4776,6591,5313,4649,1092,3705,1583,8291,6342,4574,8215,8801,9016,4384,6272,636,9963,9461,10147,2365,3787,468,9042,7247,1817,10204,2292,8694,1174,9265,6049,10112,6348,1157,10117,9736,6548,6589,1880,5759,8793,7954,6471,2377,1113,8016,6018,10051,6320,3954,10246,5416,9451,3112,4099,1576,5451,8991,2036,7207,10121,3392,8036,8778,9886,4422,3307,2788,7120,8035,1472,3468,8152,7487,8607,9727,9732,6782,8856,7304,6447,7180,8545,6098,9112,9209,8540,4175,6283,9197,2094,7827,1430,10151,6442,10118,8491,4812,5777,1008,7498,10193,9571,931,899,10307,6358,9893,3604,4393,238,1195,8314,1845,9005,3036,7313,7789,1692,1596,9539,5154,10153,9045,7822,8011,1860,1066,4306,8576,5810,3465,2199,2425,2038,10060,3543,5387,9585,9588
8292 8292,5023,4622,8476,8234,9997,5259,7806,8859,9775,9726,10008,8832,9757,10080,9386,5668,8913,6843,2813,8551,9310,9925,9417,5598,8774,10001,9756,2417,4693,4173,9477,9852,8766,6916,304,9725,9951,9130,7380,9378,9975,8718,7885,7668,8667,7660,546,9389,8948,10277,6866,9243,9095,9466,8788,9731,9945,10076,6651,4319,890,6404,3786,4671,5441,9663,7541,3673,6684,141,4574,74,3803,7769,9108,9298,1880,8058,4481,7609,8291,7122,8,7518,7483,8597,7993,5756,5088,6043,4465,10186,9295,1330,3337,10147,9963,8308,2384,10075,7485,8790,8179,7087,6440,10204,7247,8901,8694,8801,10009,5838,6423,4093,10117,9265,7954,6357,9064,9524,9839,7656,3947,9736,5720,6266,9056,8793,8195,4762,2136,1091,10051,10023,9239,9443,10246,6161,9577,7199,4535,2586,7728,9886,8044,9970,4915,10121,8036,4422,9213,8152,9374,7487,8808,8607,6022,9727,9302,6782,8856,9018,10112,6478,10166,4769,9438,2131,7180,8545,5328,10302,7707,6585,2393,8120,8491,10193,9571,10307,8149,6053,7973,9732,9954,7270,5527,9973,9257,1965,9539,8006,10153,9045,7822,8011,9770,8576,8472
4842 4842,9579,3886,9465,4407,5068,5450,5142,4997,3698,2725,2854,3331,5031,4042,5428,2076,1469,2508,3828,5238,3964,3881,8821,5032,940,2155,4546,3706,5074,5987,5584,1083,96,2595,3437,9450,4333,2896,1022,8519,8755,3631,1532,152,5088,3931,3633,5375,945,953,5579,4730,3787,5000,4983,1333,6000,5397,3812,2136,256,2247,8717,2662,3712,3108,2706,3427,5328,4098,2120,1558,1604,3392,3521,3973,7460,2264,3864,2788,3863,5864,5834,3589,5166,2828,656,3639,5269,4729,6064,9447,3536,7951,8991,5557,4443,1867,4812,6288,3788,1102,6291,7465,238,5211,386,407,2784,5748,5419,3888,4318,9045,1767,4462,52,3665,2316,8837,4591,2912,3591,30,2963,1646,1444,1668,4469,2286,3494,2458,4129,6279,2032,3558,4392,1216,3116,1071,2478,416,5134,5829,5022,7888,241,2180,1375,2491,2814,5725,5280,6312,2735,425,6453,1802,4479,157,2401,2805,3090,5926,4539,354,5514,8762,6119,32,7371,3610,4740,3089,3031,2591,6127,2584,2543,3098,3793,1103,2381,2201,1765,6126,4442,2191,9678,3761,351,5456,9189,4013,3471,149,54,5474,2500
6532 6532,5140,8783,6649,7574,4777,9791,9495,306,10110,2403,9424,9525,9876,534,10063,9607,8095,7625,9098,4622,1413,9172,6886,5256,6035,6950,8476,8234,2369,4931,1009,394,6959,6873,9526,4708,7806,8859,7098,176,4839,6757,3327,2302,260,106,3861,672,4308,9757,10080,6843,8832,5668,9386,8913,2813,8551,6186,9113,5439,6519,4656,9310,9417,8774,5598,7563,7072,4693,2417,4173,5145,9852,4203,9477,8766,847,304,1813,8070,3930,4212,5914,9725,5063,9951,5408,2289,7380,9378,6565,9975,8718,5011,3593,1239,8023,7668,7885,3707,4275,7873,8667,3692,7396,6501,940,10185,8256,546,8948,2145,4929,10277,6866,7832,9243,9095,3463,4386,5473,9466,5745,9731,8788,96,9945,10076,6314,9191,5523,7475,4626,5726,4319,4671,10196,3786,7724,7660,7928,7541,6467,10223,3782,8598,141,6684,1056,1185,9125,74,5797,8759,6999,4574,5757,7769,3803,4973,3925,2387,5306,10309,3341,9331,7677,9298,8058,6093,6185,338,9108,6591,7609,4481,6997,8294,5665,6342,3965,8500,5808,8291,7505,4742,7518,7483,5373,1581,1145,475,2281,6573,6498,7993,5756,5088
2038 2038,1443,2443,2861,233,2521,714,1349,3048,2380,623,3924,172,4352,6350,1590,5538,251,1875,3025,10156,3055,2244,572,2497,956,3916,1817,1233,1161,2595,2610,2459,385,1023,2036,941,4546,2023,3024,1092,799,1835,4526,475,909,1643,1649,2177,1726,1425,1601,1803,3931,2324,2273,2321,2325,2055,2322,2326,2439,1234,12,2095,2319,1463,3638,9064,3771,953,1174,162,3989,1039,1969,1972,2053,4730,3157,2867,2365,5000,5098,2435,6444,3306,3008,1157,3929,3730,3865,1260,1920,256,3126,3604,10151,4617,4633,1211,2006,6291,4866,718,6278,1187,1002,7498,10097,2328,3108,2586,1928,4137,1664,2272,1112,483,2965,1324,4058,2163,4958,4099,2120,1432,1710,600,555,2316,1692,2788,2393,3273,7120,3399,6442,2097,1967,2255,905,2828,656,120,3639,1860,2496,983,402,140,3919,5382,979,1472,1178,5349,2297,931,2978,3793,1433,3788,8200,579,1102,1682,2323,1576,2389,2426,783,3837,2047,2211,1965,3077,6227,1845,1426,3955,4174,1739,4129,2039,3494,4746,3556,973,2288,1624,4193,1779,1350,4364,1613,253,326,250,1476
4738 4738,4963,1620,5321,7983,2720,5157,2547,4249,8513,7324,5343,5479,7393,6332,4433,5204,5927,6832,8736,8441,6187,7132,4805,9420,6141,7533,3122,8302,2369,6959,5259,2521,3198,4997,7548,8111,6294,6560,3048,3666,5412,685,5185,6742,3928,3943,4042,2076,5428,5523,2027,10065,7473,623,6365,1941,4203,2508,8682,3924,172,6528,1813,3253,4781,962,3580,6565,1764,4856,3069,5903,57,9125,2418,321,4411,251,9389,7436,10185,855,6050,3438,3773,8747,9117,3706,5796,5966,10277,2520,5074,5987,572,1960,1083,5584,5745,96,7475,4369,9017,6286,8759,4574,4973,2595,4874,10042,1754,4857,2896,4333,1022,6421,6307,5651,8588,2295,9970,7122,1532,8,7477,1748,6498,1803,5756,5993,3931,1425,9103,6330,8522,64,1139,6975,945,8725,3633,10186,9186,5939,6147,7975,5375,5848,3989,5798,6037,5965,6723,4730,5579,2867,6266,3157,7847,3787,5000,4983,2222,1643,6259,8596,5212,3774,5368,3916,1245,3631,1174,6348,9064,1594,4526,2736,8105,2155,8215,6561,3705,9338,8856,8519,3791,6043,4110,256,2136,2459,9239,6018,1332,4617,7038,8540,6320
8294 8294,7974,8157,176,8180,8463,7828,5583,2764,6186,1239,3930,9113,8366,5063,4275,8256,5303,4929,8216,7832,8575,5473,8078,96,9945,9017,1093,7518,7937,6394,338,7929,7505,8871,5002,5660,5373,6857,6498,7599,4534,8129,7764,4382,8784,5798,3774,6723,4002,3791,6266,7649,6233,8870,7503,7847,8793,2222,8308,2132,716,8980,9042,8550,8875,6746,7259,7492,7866,1345,8037,5211,8407,4692,5046,4740,9094,7245,9410,9994,5800,468,3983,2478,7918,289,5594,4021,6123,8267,8035,8152,7447,8695,4598,7487,3624,8607,6710,297,8869,8202,6024,782,7804,8266,7688,8100,7626,7699,8314,8028,6782,9758,3634,8545,7612,9930,4136,270,10060,3630,9903,5777,8724,6504,7864,7313,1015,8149,5897,1980,6511,4145,7465,8130,5996,8454,7741,808,7555,7270,801,7846,1565,8231,8047,3436,6449,4193,6755,8108,8555,8006,5698,7591,157,4702,4180,693,5100,8576,7529,8472,6576,7374,7114,7225,5307,7452,7771,6213,7068,6789,692,7348,6855,9334,8803,4683,8125,7117,4941,1733,9406,7107,8098,5621,7128,7642,7933,8286,7566,9853,6925,2844,7420,2853,8072
2315 2315,6839,2147,3354,3262,8859,4984,4839,9757,9386,10080,6843,8551,8832,5668,8913,2813,5350,4320,5439,6519,4656,8774,4693,4173,5145,9477,9852,8766,3786,4212,9725,9883,4671,9951,5408,9378,9975,7885,7668,7541,3692,940,6314,6866,9243,9368,7962,3463,4386,9731,8788,5745,9862,10076,4626,8213,4319,6404,5441,7660,6085,6684,74,5797,6999,5757,3803,8179,7954,633,5306,8901,9298,6093,8058,6185,7609,6997,8291,6357,7483,7518,1145,7993,4465,3633,945,10186,3848,3337,5128,7977,9963,9928,8012,2384,4983,8308,2222,8790,7087,427,10204,7247,7011,10009,8801,10117,6510,5098,6423,1035,9839,2317,9524,9064,2095,8597,9736,7259,6520,9056,8793,4762,8195,5305,7424,2136,1330,7866,9239,9443,1187,10246,6161,3511,8407,3108,3712,9738,9577,7752,5263,7199,3112,7181,5046,8611,1549,5753,5234,4595,8010,8802,9970,7728,3306,3392,7918,959,7120,3589,9597,612,8695,4729,3639,5869,8607,6022,6440,9302,6782,10112,9018,10166,6366,4769,126,4098,5680,5328,10302,270,7249,4958,6585,5956,9430,6481,8120,3443,9571,10193,312,1867,8069,3796,5404
8297 8297,125,3424,6959,4652,4708,9919,176,8738,8375,6632,2489,2480,6186,9113,1239,3760,3930,8606,5063,4275,8821,9331,7268,7606,4929,7698,5473,8039,9411,96,9945,7475,9125,6394,1093,338,9183,8294,8038,7505,8871,7587,8904,4709,5373,475,1138,1635,6498,5756,8129,1028,8420,7975,8546,5798,6723,1926,3791,4002,6233,4979,3265,6266,5579,7847,8870,8793,7503,2222,1643,6710,8901,568,8875,7126,1772,8215,4762,8195,1750,4812,8407,8370,3686,4166,8849,9094,9410,7245,7876,5800,3358,289,9213,3983,6123,5594,8267,1102,7447,1967,4817,297,6022,8869,7960,8006,6024,9302,1005,7804,782,8100,7688,8266,7699,6782,8028,9758,3634,9930,8867,3350,5943,3630,7721,9903,9168,2978,3270,6504,8692,312,7448,8086,3378,1015,5564,6511,1980,7465,1016,5141,6827,5996,8314,8454,4692,5211,8434,801,6449,8108,6755,7591,52,693,4180,2425,8576,7529,120,1481,7114,7374,808,10152,7225,10060,3543,7452,6213,7068,30,6789,9585,9588,6855,9334,4112,8125,5434,4683,7117,5016,4941,9406,3208,7128,5621,7107,4913,8098,7642,7933,8327,8286,625
1987 1987,4194,4672,6753,1932,5906,2415,3293,1247,7514,9415,8830,5538,177,2870,10160,9761,10218,7051,10189,9282,8465,7958,7493,7364,8880,9394,8409,4565,8897,8674,7747,9028,4134,181,9599,9593,8221,8680,7289,2918,9544,9687,7406,9277,8811,8567,7257,2492,3680,9086,9317,1188,7469,7461,9580,9598,6771,5711,8744,112,822,8508,2237,8102,2224,8001,9279,6136,9253,9250,9251,9743,9244,9616,8860,9365,8876,8278,9514,9229,9223,9214,8907,9446,9201,9271,9096,9788,8749,9081,2045,7511,756,7678,9572,8795,9837,8163,7002,10052,8475,7819,7970,5355,7755,2600,5418,8977,4352,6244,5977,2008,1145,7396,8085,909,546,7436,5897,2691,4305,5592,8618,9001,6775,5120,10196,7773,7573,7325,7957,6353,4776,564,3530,293,8002,6591,1023,2127,9331,8825,9190,5341,6772,1748,9268,3747,2119,1139,5550,1096,2978,5263,10236,2272,747,5117,7126,1028,4165,2335,9363,4331,427,5838,3517,7459,6810,568,10115,3733,10066,4214,6510,9524,9742,9332,8842,10051,9554,1579,7556,10188,5437,1689,9169,7904,2211,9519,3796,10278,5451,6264,2173,2060,3468,7846,4769
